frame,time_s,left_h_m,left_h_raw_m,left_conf,right_h_m,right_h_raw_m,right_conf
1210,20.1667,1.9998,2.0005,0.774,1.9941,1.9971,0.493
1211,20.1833,1.9994,2.0006,0.774,1.9947,1.9973,0.493
1212,20.2,1.9988,1.9982,0.788,1.9954,1.9952,0.515
1213,20.2167,1.9983,1.9982,0.788,1.9954,1.9952,0.514
1214,20.2333,1.9975,1.9972,0.801,1.9954,1.9946,0.517
1215,20.25,1.9967,1.9972,0.801,1.9951,1.9946,0.516
1216,20.2667,1.9959,1.9958,0.813,1.9951,1.9949,0.509
1217,20.2833,1.9953,1.9958,0.812,1.9953,1.995,0.508
1218,20.3,1.9946,1.9935,0.821,1.9955,1.9945,0.472
1219,20.3167,1.9941,1.9935,0.82,1.9958,1.9946,0.471
1220,20.3333,1.9936,1.9933,0.821,1.9961,1.997,0.487
1221,20.35,1.9932,1.9933,0.821,1.9963,1.997,0.486
1222,20.3667,1.993,1.9921,0.817,1.9964,1.9975,0.502
1223,20.3833,1.993,1.9921,0.817,1.9965,1.9975,0.5
1224,20.4,1.9931,1.9928,0.814,1.9966,1.9969,0.496
1225,20.4167,1.9933,1.9928,0.814,1.9965,1.9969,0.495
1226,20.4333,1.9938,1.9934,0.806,1.9966,1.9955,0.503
1227,20.45,1.9944,1.9934,0.806,1.9967,1.9955,0.503
1228,20.4667,1.9951,1.9951,0.801,1.9969,1.9958,0.521
1229,20.4833,1.9956,1.9951,0.801,1.9971,1.9959,0.521
1230,20.5,1.9965,1.9974,0.809,1.9975,1.9984,0.507
1231,20.5167,1.9972,1.9974,0.809,1.998,1.9983,0.506
1232,20.5333,1.9981,1.9981,0.81,1.9984,1.9986,0.505
1233,20.55,1.9988,1.9981,0.81,1.9987,1.9985,0.505
1234,20.5667,1.9995,2.0001,0.813,1.999,2.0005,0.504
1235,20.5833,1.9999,2.0001,0.813,1.9991,2.0005,0.504
1236,20.6,2.0004,2.0014,0.783,1.9992,1.9986,0.54
1237,20.6167,2.0008,2.0013,0.783,1.9993,1.9985,0.54
1238,20.6333,2.0012,2.0012,0.793,1.9993,1.9991,0.546
1239,20.65,2.0013,2.0012,0.793,1.9992,1.9991,0.544
1240,20.6667,2.0014,2.0019,0.797,1.9992,1.9993,0.561
1241,20.6833,2.0014,2.0019,0.797,1.9994,1.9993,0.561
1242,20.7,2.0013,2.0014,0.803,1.9995,1.9992,0.561
1243,20.7167,2.0011,2.0014,0.804,1.9997,1.9992,0.561
1244,20.7333,2.001,2.0011,0.81,2.0,2.0002,0.561
1245,20.75,2.0007,2.0011,0.81,2.0003,2.0002,0.56
1246,20.7667,2.0003,2.0001,0.822,2.0006,2.0002,0.568
1247,20.7833,1.9998,2.0001,0.821,2.0009,2.0001,0.569
1248,20.8,1.9993,1.9997,0.817,2.0011,2.0022,0.573
1249,20.8167,1.9987,1.9997,0.816,2.0011,2.0021,0.572
1250,20.8333,1.9979,1.9977,0.805,2.0011,2.002,0.576
1251,20.85,1.9973,1.9978,0.804,2.0011,2.002,0.576
1252,20.8667,1.9965,1.996,0.808,2.0011,2.0007,0.575
1253,20.8833,1.9957,1.996,0.807,2.0009,2.0007,0.574
1254,20.9,1.9949,1.9943,0.817,2.0008,2.0,0.566
1255,20.9167,1.9942,1.9943,0.816,2.0007,2.0,0.565
1256,20.9333,1.9935,1.9929,0.811,2.0007,2.0004,0.544
1257,20.95,1.9929,1.9929,0.81,2.0007,2.0004,0.544
1258,20.9667,1.9923,1.9919,0.815,2.0009,2.0013,0.543
1259,20.9833,1.9919,1.992,0.815,2.0011,2.0012,0.543
1260,21.0,1.9917,1.9908,0.836,2.0015,2.0012,0.522
1261,21.0167,1.9916,1.9908,0.836,2.0018,2.0012,0.522
1262,21.0333,1.9918,1.9908,0.844,2.0024,2.0019,0.517
1263,21.05,1.9921,1.9908,0.844,2.0028,2.002,0.517
1264,21.0667,1.9927,1.9923,0.846,2.0035,2.0037,0.518
1265,21.0833,1.9934,1.9923,0.846,2.0041,2.0037,0.517
1266,21.1,1.9943,1.9944,0.843,2.0048,2.0053,0.517
1267,21.1167,1.9953,1.9944,0.843,2.0055,2.0054,0.516
1268,21.1333,1.9964,1.9976,0.842,2.0065,2.0069,0.532
1269,21.15,1.9974,1.9976,0.843,2.0072,2.0069,0.533
1270,21.1667,1.9986,1.9991,0.838,2.0081,2.0078,0.531
1271,21.1833,1.9995,1.9991,0.838,2.0088,2.0078,0.531
1272,21.2,2.0006,2.0012,0.827,2.0097,2.0108,0.541
1273,21.2167,2.0012,2.0012,0.827,2.0103,2.0108,0.541
1274,21.2333,2.0019,2.0028,0.817,2.0113,2.0114,0.541
1275,21.25,2.0024,2.0028,0.817,2.0122,2.0115,0.54
1276,21.2667,2.0029,2.0036,0.805,2.0134,2.0131,0.537
1277,21.2833,2.0032,2.0036,0.805,2.0142,2.0131,0.537
1278,21.3,2.0034,2.0036,0.81,2.0151,2.0158,0.518
1279,21.3167,2.0035,2.0036,0.81,2.016,2.0158,0.518
1280,21.3333,2.0034,2.0039,0.818,2.0168,2.0181,0.518
1281,21.35,2.0032,2.0039,0.818,2.0174,2.0181,0.518
1282,21.3667,2.0029,2.0032,0.808,2.0179,2.0192,0.521
1283,21.3833,2.0025,2.0033,0.808,2.018,2.0193,0.521
1284,21.4,2.0019,2.002,0.807,2.0178,2.0186,0.52
1285,21.4167,2.0014,2.002,0.807,2.0173,2.0187,0.519
1286,21.4333,2.0006,2.0004,0.858,2.0165,2.0171,0.517
1287,21.45,2.0,2.0004,0.858,2.0155,2.0172,0.517
1288,21.4667,1.9991,1.9985,0.883,2.0141,2.0139,0.499
1289,21.4833,1.9985,1.9985,0.883,2.0127,2.0138,0.497
1290,21.5,1.9977,1.9973,0.884,2.0108,2.0106,0.502
1291,21.5167,1.9971,1.9974,0.884,2.009,2.0106,0.502
1292,21.5333,1.9965,1.9958,0.881,2.0065,2.0063,0.498
1293,21.55,1.9961,1.9958,0.881,2.0044,2.0063,0.497
1294,21.5667,1.9957,1.9949,0.866,2.0016,2.0011,0.487
1295,21.5833,1.9954,1.995,0.866,1.9991,2.0011,0.488
1296,21.6,1.9952,1.9952,0.873,1.996,1.995,0.495
1297,21.6167,1.9951,1.9952,0.873,1.9934,1.9949,0.495
1298,21.6333,1.9952,1.9944,0.879,1.9899,1.988,0.502
1299,21.65,1.9953,1.9944,0.879,1.987,1.9881,0.502
1300,21.6667,1.9956,1.9955,0.877,1.9833,1.9828,0.525
1301,21.6833,1.9959,1.9956,0.876,1.9804,1.9828,0.524
1302,21.7,1.9963,1.9963,0.876,1.9767,1.975,0.541
1303,21.7167,1.9969,1.9963,0.875,1.9738,1.9751,0.54
1304,21.7333,1.9974,1.9975,0.879,1.97,1.9682,0.555
1305,21.75,1.9978,1.9975,0.879,1.9668,1.9682,0.555
1306,21.7667,1.9982,1.9994,0.884,1.9629,1.9622,0.554
1307,21.7833,1.9986,1.9994,0.884,1.9599,1.9622,0.555
1308,21.8,1.9991,1.999,0.872,1.9564,1.9538,0.553
1309,21.8167,1.9994,1.999,0.871,1.9536,1.9538,0.553
1310,21.8333,1.9998,1.9997,0.872,1.9506,1.948,0.554
1311,21.85,2.0,1.9997,0.873,1.9482,1.948,0.554
1312,21.8667,2.0003,2.0004,0.871,1.9457,1.9433,0.544
1313,21.8833,2.0005,2.0004,0.87,1.9441,1.9434,0.543
1314,21.9,2.0009,2.0013,0.861,1.9426,1.9408,0.54
1315,21.9167,2.0011,2.0013,0.86,1.9418,1.9408,0.539
1316,21.9333,2.0013,2.0014,0.849,1.9412,1.9395,0.529
1317,21.95,2.0014,2.0014,0.849,1.9412,1.9395,0.529
1318,21.9667,2.0013,2.0021,0.849,1.9412,1.9405,0.53
1319,21.9833,2.0012,2.0021,0.849,1.9415,1.9406,0.53
1320,22.0,2.001,2.0014,0.851,1.942,1.9428,0.527
1321,22.0167,2.0009,2.0014,0.851,1.9427,1.9429,0.527
1322,22.0333,2.0007,1.9996,0.867,1.9435,1.9433,0.531
1323,22.05,2.0004,1.9996,0.867,1.9441,1.9438,0.531
1324,22.0667,2.0,2.0003,0.875,1.945,1.9454,0.53
1325,22.0833,1.9998,2.0003,0.875,1.9456,1.9454,0.53
1326,22.1,1.9996,1.9993,0.896,1.9464,1.9465,0.528
1327,22.1167,1.9996,1.9993,0.896,1.947,1.9464,0.528
1328,22.1333,1.9996,1.9993,0.897,1.9481,1.9485,0.52
1329,22.15,1.9995,1.9992,0.897,1.9489,1.9485,0.52
1330,22.1667,1.9995,1.9996,0.894,1.9502,1.9494,0.506
1331,22.1833,1.9995,1.9996,0.894,1.9514,1.9494,0.506
1332,22.2,1.9996,1.9997,0.899,1.9532,1.9531,0.518
1333,22.2167,1.9997,1.9997,0.899,1.9547,1.9531,0.518
1334,22.2333,2.0,1.9997,0.902,1.9573,1.9571,0.527
1335,22.25,2.0003,1.9997,0.901,1.9597,1.9571,0.527
1336,22.2667,2.0005,2.0003,0.887,1.9631,1.9623,0.528
1337,22.2833,2.0008,2.0003,0.886,1.966,1.9623,0.528
1338,22.3,2.001,2.0017,0.879,1.9697,1.9715,0.549
1339,22.3167,2.0013,2.0017,0.879,1.973,1.9715,0.55
1340,22.3333,2.0015,2.0021,0.869,1.9773,1.9795,0.552
1341,22.35,2.0017,2.0021,0.869,1.9809,1.9796,0.551
1342,22.3667,2.0019,2.0017,0.861,1.9856,1.9867,0.536
1343,22.3833,2.0019,2.0017,0.86,1.9893,1.9867,0.534
1344,22.4,2.0019,2.0022,0.86,1.994,1.9953,0.501
1345,22.4167,2.0019,2.0021,0.859,1.9978,1.9953,0.501
1346,22.4333,2.0018,2.0019,0.859,2.0025,2.0047,0.47
1347,22.45,2.0018,2.0019,0.859,2.0065,2.0046,0.469
1348,22.4667,2.0017,2.0016,0.865,2.0111,2.0136,0.463
1349,22.4833,2.0016,2.0016,0.865,2.0147,2.0136,0.463
1350,22.5,2.0014,2.0015,0.86,2.019,2.0222,0.435
1351,22.5167,2.0013,2.0014,0.86,2.0223,2.0223,0.435
1352,22.5333,2.0012,2.0013,0.859,2.0256,2.0282,0.416
1353,22.55,2.0011,2.0013,0.859,2.0279,2.0282,0.414
1354,22.5667,2.001,2.0005,0.863,2.03,2.0338,0.434
1355,22.5833,2.0009,2.0005,0.863,2.0312,2.0339,0.434
1356,22.6,2.0008,2.0011,0.864,2.0322,2.0344,0.441
1357,22.6167,2.0007,2.0012,0.864,2.0325,2.0344,0.441
1358,22.6333,2.0006,2.0005,0.861,2.0324,2.0327,0.441
1359,22.65,2.0006,2.0006,0.86,2.0316,2.0326,0.44
1360,22.6667,2.0004,2.0003,0.848,2.0306,2.0314,0.477
1361,22.6833,2.0003,2.0003,0.848,2.0295,2.0314,0.477
1362,22.7,2.0,2.0003,0.837,2.0275,2.0267,0.508
1363,22.7167,1.9998,2.0002,0.836,2.0257,2.0266,0.508
1364,22.7333,1.9995,1.9994,0.854,2.023,2.0247,0.491
1365,22.75,1.9993,1.9995,0.853,2.0204,2.0248,0.49
1366,22.7667,1.999,1.9987,0.855,2.0174,2.0163,0.479
1367,22.7833,1.9988,1.9987,0.855,2.0148,2.0164,0.479
1368,22.8,1.9984,1.9982,0.865,2.0119,2.0086,0.506
1369,22.8167,1.9982,1.9982,0.865,2.0093,2.0084,0.506
1370,22.8333,1.9979,1.9979,0.877,2.0065,2.0037,0.528
1371,22.85,1.9978,1.9979,0.876,2.0046,2.0036,0.528
1372,22.8667,1.9978,1.9971,0.883,2.0024,2.0008,0.531
1373,22.8833,1.9978,1.9971,0.883,2.0012,2.0008,0.53
1374,22.9,1.9978,1.9976,0.891,1.9997,1.9995,0.531
1375,22.9167,1.9979,1.9975,0.89,1.9987,1.9995,0.531
1376,22.9333,1.9981,1.9983,0.89,1.9974,1.997,0.533
1377,22.95,1.9985,1.9983,0.89,1.9964,1.997,0.533
1378,22.9667,1.9989,1.9986,0.89,1.9954,1.995,0.535
1379,22.9833,1.9992,1.9986,0.89,1.9945,1.995,0.536
1380,23.0,1.9996,2.0,0.888,1.9934,1.9918,0.528
1381,23.0167,1.9998,2.0,0.888,1.9927,1.9923,0.529
1382,23.0333,2.0002,2.0007,0.866,1.992,1.9913,0.508
1383,23.05,2.0005,2.0007,0.866,1.9915,1.9913,0.507
1384,23.0667,2.0009,2.0008,0.855,1.9908,1.9904,0.524
1385,23.0833,2.0011,2.0008,0.855,1.9904,1.9903,0.523
1386,23.1,2.0015,2.0015,0.845,1.9901,1.9906,0.521
1387,23.1167,2.0017,2.0015,0.844,1.9897,1.9906,0.52
1388,23.1333,2.0019,2.0021,0.827,1.9894,1.989,0.504
1389,23.15,2.002,2.002,0.827,1.9892,1.9889,0.503
1390,23.1667,2.0022,2.003,0.815,1.9894,1.9884,0.478
1391,23.1833,2.0023,2.003,0.814,1.9896,1.9884,0.478
1392,23.2,2.0023,2.0022,0.832,1.9902,1.9883,0.464
1393,23.2167,2.0022,2.0022,0.832,1.991,1.9883,0.465
1394,23.2333,2.002,2.0022,0.832,1.992,1.9923,0.478
1395,23.25,2.0016,2.0023,0.833,1.9931,1.9923,0.478
1396,23.2667,2.0012,2.0013,0.845,1.9943,1.9962,0.519
1397,23.2833,2.0009,2.0013,0.845,1.9956,1.9962,0.518
1398,23.3,2.0004,2.0001,0.866,1.9969,1.9978,0.539
1399,23.3167,1.9999,2.0001,0.866,1.9978,1.9979,0.539
1400,23.3333,1.9994,1.9992,0.875,1.9987,1.9996,0.554
1401,23.35,1.999,1.9992,0.874,1.9992,1.9996,0.553
1402,23.3667,1.9984,1.998,0.875,1.9997,2.0004,0.53
1403,23.3833,1.998,1.998,0.875,2.0001,2.0005,0.53
1404,23.4,1.9974,1.9977,0.868,2.0004,2.0003,0.499
1405,23.4167,1.9968,1.9977,0.868,2.0005,2.0003,0.499
1406,23.4333,1.9961,1.996,0.851,2.0007,2.0015,0.51
1407,23.45,1.9954,1.996,0.851,2.0009,2.0014,0.509
1408,23.4667,1.9945,1.9945,0.843,2.0008,2.0005,0.516
1409,23.4833,1.9936,1.9945,0.843,2.0009,2.0004,0.515
1410,23.5,1.9927,1.9921,0.833,2.0011,2.0015,0.518
1411,23.5167,1.9919,1.9921,0.833,2.0012,2.0015,0.516
1412,23.5333,1.9911,1.99,0.838,2.0015,2.0004,0.522
1413,23.55,1.9905,1.99,0.837,2.0019,2.0003,0.522
1414,23.5667,1.99,1.989,0.844,2.0028,2.0023,0.518
1415,23.5833,1.9898,1.989,0.844,2.0035,2.0023,0.518
1416,23.6,1.9898,1.9889,0.854,2.004,2.0043,0.506
1417,23.6167,1.99,1.9889,0.854,2.0046,2.0043,0.507
1418,23.6333,1.9903,1.9903,0.858,2.005,2.0078,0.519
1419,23.65,1.9909,1.9903,0.857,2.0052,2.0079,0.517
1420,23.6667,1.9916,1.9917,0.849,2.0052,2.006,0.533
1421,23.6833,1.9924,1.9917,0.849,2.005,2.006,0.534
1422,23.7,1.9935,1.9939,0.843,2.0047,2.0039,0.553
1423,23.7167,1.9944,1.9932,0.842,2.004,2.0039,0.552
1424,23.7333,1.9958,1.9957,0.836,2.0031,2.0028,0.56
1425,23.75,1.997,1.9957,0.835,2.0023,2.0028,0.56
1426,23.7667,1.9984,1.9988,0.829,2.0014,2.0014,0.581
1427,23.7833,1.9997,1.9987,0.829,2.0007,2.0014,0.581
1428,23.8,2.0011,2.0027,0.826,2.0,1.9994,0.59
1429,23.8167,2.0023,2.0027,0.826,1.9995,1.9994,0.59
1430,23.8333,2.0036,2.0047,0.82,1.9987,1.9978,0.573
1431,23.85,2.0045,2.0047,0.819,1.9981,1.9978,0.574
1432,23.8667,2.0056,2.0063,0.813,1.9976,1.9975,0.547
1433,23.8833,2.0062,2.0063,0.812,1.9973,1.9975,0.547
1434,23.9,2.0068,2.0073,0.823,1.9971,1.9962,0.562
1435,23.9167,2.0072,2.0073,0.823,1.997,1.9962,0.563
1436,23.9333,2.0074,2.0083,0.831,1.9971,1.9964,0.581
1437,23.95,2.0073,2.0083,0.83,1.9971,1.9965,0.58
1438,23.9667,2.0071,2.0081,0.841,1.9972,1.9975,0.579
1439,23.9833,2.0068,2.0081,0.841,1.9974,1.9975,0.579
1440,24.0,2.0061,2.0062,0.848,1.9977,1.9981,0.55
1441,24.0167,2.0053,2.0062,0.848,1.9979,1.9981,0.55
1442,24.0333,2.0043,2.0042,0.865,1.9982,1.9982,0.555
1443,24.05,2.0033,2.0042,0.865,1.9983,1.9982,0.555
1444,24.0667,2.0019,2.001,0.872,1.9985,1.9986,0.553
1445,24.0833,2.0007,2.0011,0.872,1.9986,1.9986,0.553
1446,24.1,1.9992,1.9993,0.875,1.9987,1.9988,0.552
1447,24.1167,1.998,1.9993,0.875,1.9989,1.9987,0.552
1448,24.1333,1.9964,1.9955,0.87,1.9987,1.9992,0.553
1449,24.15,1.9952,1.9955,0.87,1.9986,1.9992,0.553
1450,24.1667,1.9941,1.9931,0.868,1.9983,1.9994,0.542
1451,24.1833,1.9932,1.9931,0.868,1.9981,1.9993,0.542
1452,24.2,1.9923,1.9899,0.859,1.9978,1.9971,0.54
1453,24.2167,1.9919,1.9899,0.859,1.9975,1.9971,0.539
1454,24.2333,1.9915,1.9911,0.864,1.9971,1.9966,0.531
1455,24.25,1.9915,1.9911,0.864,1.9967,1.9966,0.531
1456,24.2667,1.9916,1.9916,0.845,1.9963,1.9961,0.523
1457,24.2833,1.9921,1.9917,0.845,1.9961,1.9961,0.523
1458,24.3,1.9928,1.9924,0.828,1.9958,1.9959,0.525
1459,24.3167,1.9935,1.9923,0.827,1.9956,1.996,0.524
1460,24.3333,1.9943,1.9944,0.812,1.9953,1.9951,0.537
1461,24.35,1.9951,1.9944,0.812,1.9951,1.9952,0.536
1462,24.3667,1.9961,1.9966,0.789,1.9948,1.9947,0.546
1463,24.3833,1.997,1.9967,0.79,1.9945,1.9947,0.546
1464,24.4,1.998,1.9989,0.786,1.994,1.9943,0.559
1465,24.4167,1.9987,1.9989,0.785,1.9936,1.9943,0.559
1466,24.4333,1.9997,2.0005,0.783,1.993,1.9932,0.566
1467,24.45,2.0005,2.0006,0.782,1.9925,1.9932,0.565
1468,24.4667,2.0012,2.0009,0.786,1.9917,1.9916,0.577
1469,24.4833,2.0017,2.0009,0.786,1.9909,1.9916,0.577
1470,24.5,2.0024,2.0036,0.797,1.9899,1.9899,0.573
1471,24.5167,2.003,2.0036,0.797,1.989,1.9899,0.573
1472,24.5333,2.0036,2.003,0.797,1.9879,1.9871,0.56
1473,24.55,2.0041,2.003,0.797,1.987,1.9873,0.56
1474,24.5667,2.0045,2.0057,0.801,1.9859,1.9853,0.544
1475,24.5833,2.0047,2.0057,0.8,1.985,1.9853,0.543
1476,24.6,2.0047,2.0057,0.805,1.9839,1.9834,0.549
1477,24.6167,2.0049,2.0057,0.804,1.983,1.9834,0.549
1478,24.6333,2.0048,2.0049,0.816,1.9819,1.9815,0.572
1479,24.65,2.0045,2.0049,0.816,1.981,1.9815,0.571
1480,24.6667,2.004,2.0041,0.83,1.9799,1.9799,0.578
1481,24.6833,2.0036,2.0042,0.83,1.9791,1.9799,0.578
1482,24.7,2.0028,2.0025,0.834,1.9778,1.9772,0.584
1483,24.7167,2.0022,2.0025,0.833,1.9767,1.9772,0.584
1484,24.7333,2.0013,2.0017,0.835,1.9753,1.9755,0.605
1485,24.75,2.0006,2.0018,0.835,1.9741,1.9755,0.604
1486,24.7667,1.9998,1.9989,0.834,1.9724,1.9719,0.609
1487,24.7833,1.9992,1.9989,0.834,1.9711,1.9719,0.608
1488,24.8,1.9986,1.9976,0.823,1.9693,1.969,0.595
1489,24.8167,1.9981,1.9976,0.823,1.9677,1.969,0.595
1490,24.8333,1.9977,1.9971,0.803,1.9658,1.9648,0.595
1491,24.85,1.9975,1.9971,0.803,1.9643,1.9647,0.595
1492,24.8667,1.9976,1.9971,0.774,1.9625,1.9612,0.586
1493,24.8833,1.9978,1.9971,0.773,1.9611,1.9612,0.586
1494,24.9,1.9983,1.9976,0.793,1.9597,1.9583,0.583
1495,24.9167,1.9988,1.9976,0.792,1.9588,1.9583,0.583
1496,24.9333,1.9995,1.9994,0.796,1.9578,1.9564,0.58
1497,24.95,2.0001,1.9995,0.795,1.9572,1.9564,0.58
1498,24.9667,2.0009,2.002,0.784,1.9568,1.9561,0.573
1499,24.9833,2.0017,2.0021,0.784,1.9566,1.9561,0.572
1500,25.0,2.0027,2.0027,0.758,1.9568,1.9561,0.561
1501,25.0167,2.0035,2.0028,0.757,1.9571,1.9561,0.561
1502,25.0333,2.0045,2.0046,0.754,1.9579,1.9571,0.558
1503,25.05,2.0052,2.0046,0.754,1.9587,1.9571,0.558
1504,25.0667,2.0058,2.0067,0.733,1.96,1.9596,0.559
1505,25.0833,2.0064,2.0067,0.733,1.9613,1.9596,0.559
1506,25.1,2.0069,2.0083,0.717,1.9629,1.9635,0.558
1507,25.1167,2.0071,2.0084,0.717,1.9644,1.9635,0.557
1508,25.1333,2.0073,2.008,0.706,1.9665,1.9675,0.567
1509,25.15,2.0073,2.008,0.706,1.9683,1.9674,0.567
1510,25.1667,2.0071,2.0067,0.71,1.9706,1.9707,0.563
1511,25.1833,2.0067,2.0068,0.71,1.9725,1.9707,0.563
1512,25.2,2.0062,2.0066,0.722,1.9748,1.9758,0.563
1513,25.2167,2.0058,2.0065,0.722,1.9766,1.9758,0.562
1514,25.2333,2.0052,2.0045,0.744,1.9789,1.9804,0.578
1515,25.25,2.0048,2.0045,0.744,1.9808,1.9804,0.577
1516,25.2667,2.0041,2.0044,0.762,1.9834,1.9841,0.566
1517,25.2833,2.0035,2.0044,0.762,1.9854,1.9841,0.564
1518,25.3,2.0029,2.0027,0.772,1.9886,1.9877,0.576
1519,25.3167,2.0024,2.0026,0.772,1.9915,1.9877,0.576
1520,25.3333,2.0017,2.0011,0.782,1.9944,1.9943,0.511
1521,25.35,2.001,2.0012,0.782,1.997,1.9941,0.509
1522,25.3667,2.0004,2.0005,0.788,2.0001,2.0046,0.459
1523,25.3833,2.0,2.0004,0.788,2.0028,2.006,0.457
1524,25.4,1.9995,1.9982,0.793,2.0056,2.007,0.491
1525,25.4167,1.9992,1.9982,0.793,2.0078,2.0071,0.491
1526,25.4333,1.9989,1.999,0.792,2.0099,2.0121,0.484
1527,25.45,1.9987,1.999,0.792,2.011,2.012,0.484
1528,25.4667,1.9984,1.9983,0.787,2.0118,2.0134,0.463
1529,25.4833,1.9984,1.9982,0.787,2.0125,2.0134,0.461
1530,25.5,1.9986,1.9983,0.786,2.0134,2.0137,0.474
1531,25.5167,1.9987,1.9983,0.786,2.0137,2.0137,0.473
1532,25.5333,1.9991,1.9984,0.783,2.014,2.0134,0.493
1533,25.55,1.9996,1.9984,0.783,2.0141,2.0133,0.493
1534,25.5667,1.9998,1.9999,0.777,2.0138,2.0151,0.539
1535,25.5833,2.0001,2.0,0.776,2.0134,2.0151,0.54
1536,25.6,2.0005,2.0023,0.758,2.0128,2.0146,0.563
1537,25.6167,2.001,2.0022,0.758,2.0122,2.0146,0.563
1538,25.6333,2.0013,2.0008,0.751,2.0114,2.0104,0.573
1539,25.65,2.0014,2.0007,0.751,2.0105,2.0105,0.572
1540,25.6667,2.0016,2.0023,0.739,2.0095,2.008,0.59
1541,25.6833,2.0016,2.0023,0.739,2.0086,2.008,0.589
1542,25.7,2.0013,2.001,0.718,2.0079,2.0065,0.574
1543,25.7167,2.0012,2.0009,0.718,2.0076,2.0066,0.574
1544,25.7333,2.001,2.002,0.714,2.0075,2.0066,0.564
1545,25.75,2.0006,2.0018,0.714,2.0076,2.0066,0.564
1546,25.7667,2.0002,1.9999,0.715,2.0079,2.0078,0.562
1547,25.7833,1.9998,2.0,0.714,2.0084,2.0078,0.562
1548,25.8,1.9993,1.9989,0.722,2.0089,2.0095,0.549
1549,25.8167,1.9986,1.9989,0.721,2.0094,2.0095,0.549
1550,25.8333,1.998,1.9981,0.729,2.01,2.0107,0.535
1551,25.85,1.9976,1.9981,0.729,2.0105,2.0107,0.535
1552,25.8667,1.9971,1.9961,0.731,2.011,2.0109,0.532
1553,25.8833,1.9968,1.996,0.73,2.0113,2.0109,0.532
1554,25.9,1.9964,1.9959,0.717,2.0117,2.0122,0.533
1555,25.9167,1.9962,1.996,0.717,2.0119,2.0122,0.534
1556,25.9333,1.9959,1.996,0.708,2.0121,2.0124,0.535
1557,25.95,1.9959,1.9959,0.708,2.0122,2.0125,0.535
1558,25.9667,1.996,1.9957,0.709,2.0123,2.0126,0.513
1559,25.9833,1.9961,1.9957,0.708,2.0122,2.0126,0.512
1560,26.0,1.9963,1.996,0.717,2.0122,2.0122,0.5
1561,26.0167,1.9965,1.996,0.717,2.0121,2.0122,0.499
1562,26.0333,1.9967,1.9967,0.721,2.012,2.0117,0.504
1563,26.05,1.9969,1.9967,0.721,2.0119,2.0117,0.503
1564,26.0667,1.9971,1.9978,0.736,2.0119,2.0117,0.481
1565,26.0833,1.9972,1.9978,0.736,2.0121,2.0117,0.48
1566,26.1,1.9973,1.9978,0.739,2.0123,2.0114,0.46
1567,26.1167,1.9974,1.9978,0.738,2.0126,2.0114,0.46
1568,26.1333,1.9974,1.9973,0.744,2.0128,2.0133,0.466
1569,26.15,1.9974,1.9972,0.744,2.0131,2.0133,0.464
1570,26.1667,1.9973,1.9972,0.756,2.0133,2.0143,0.472
1571,26.1833,1.9972,1.9972,0.755,2.0135,2.0142,0.471
1572,26.2,1.9971,1.997,0.758,2.0135,2.014,0.499
1573,26.2167,1.9971,1.997,0.758,2.0134,2.0141,0.498
1574,26.2333,1.9972,1.9971,0.753,2.0131,2.0132,0.515
1575,26.25,1.9973,1.9972,0.753,2.0128,2.0132,0.514
1576,26.2667,1.9974,1.9972,0.744,2.0124,2.0119,0.514
1577,26.2833,1.9976,1.9972,0.744,2.012,2.0119,0.514
1578,26.3,1.9979,1.9979,0.736,2.0114,2.0113,0.499
1579,26.3167,1.9981,1.9979,0.736,2.0109,2.0113,0.498
1580,26.3333,1.9984,1.9985,0.716,2.01,2.0107,0.481
1581,26.35,1.9987,1.9985,0.715,2.0093,2.0106,0.481
1582,26.3667,1.9991,1.9994,0.718,2.0083,2.0085,0.501
1583,26.3833,1.9994,1.9994,0.718,2.0073,2.0085,0.501
1584,26.4,1.9997,1.9995,0.719,2.0059,2.0053,0.524
1585,26.4167,2.0,1.9995,0.719,2.0046,2.0054,0.524
1586,26.4333,2.0003,2.0009,0.718,2.0026,2.0028,0.529
1587,26.45,2.0005,2.0009,0.718,2.001,2.0028,0.529
1588,26.4667,2.0008,2.0008,0.713,1.9988,1.9986,0.504
1589,26.4833,2.0011,2.0009,0.712,1.997,1.9986,0.504
1590,26.5,2.0014,2.0014,0.709,1.9944,1.9933,0.508
1591,26.5167,2.0016,2.0014,0.709,1.9921,1.9933,0.508
1592,26.5333,2.0015,2.0021,0.716,1.9897,1.9891,0.51
1593,26.55,2.0014,2.0022,0.716,1.9877,1.9891,0.51
1594,26.5667,2.0012,2.0022,0.73,1.9855,1.9821,0.518
1595,26.5833,2.0008,2.0022,0.729,1.9839,1.9821,0.518
1596,26.6,2.0001,2.0003,0.743,1.9824,1.9809,0.538
1597,26.6167,1.9994,2.0003,0.743,1.9813,1.9809,0.538
1598,26.6333,1.9984,1.9983,0.766,1.9803,1.9788,0.544
1599,26.65,1.9974,1.9983,0.765,1.98,1.9789,0.542
1600,26.6667,1.9964,1.9953,0.754,1.9798,1.9794,0.555
1601,26.6833,1.9955,1.9953,0.754,1.9796,1.9794,0.554
1602,26.7,1.9947,1.9933,0.753,1.9796,1.98,0.574
1603,26.7167,1.9942,1.9933,0.752,1.9798,1.98,0.573
1604,26.7333,1.9937,1.9928,0.751,1.98,1.9796,0.588
